Agent Number,Epsilon,Trendsetter %,Beta,Weight,Trial,Percent of A,Percent of B
81,0.15,6,0.5,"[0, 1, 0]",2,88.88888888888889,11.11111111111111
81,0.15,6,0.5,"[0, 1, 0]",3,83.9506172839506,16.049382716049383
81,0.15,6,0.5,"[0, 1, 0]",4,86.41975308641975,13.580246913580247
81,0.15,6,0.5,"[0, 1, 0]",5,82.71604938271605,17.28395061728395
81,0.15,6,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.15,6,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.15,6,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.15,6,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.15,6,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.15,8,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.15,8,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.15,8,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.15,8,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.15,8,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.15,8,0.1,"[0, 1, 0]",1,83.9506172839506,16.049382716049383
81,0.15,8,0.1,"[0, 1, 0]",2,87.65432098765432,12.345679012345679
81,0.15,8,0.1,"[0, 1, 0]",3,86.41975308641975,13.580246913580247
81,0.15,8,0.1,"[0, 1, 0]",4,77.77777777777779,22.22222222222222
81,0.15,8,0.1,"[0, 1, 0]",5,85.18518518518519,14.814814814814813
81,0.15,8,0.1,"[0, 0, 1]",1,48.148148148148145,51.85185185185185
81,0.15,8,0.1,"[0, 0, 1]",2,58.0246913580247,41.9753086419753
81,0.15,8,0.1,"[0, 0, 1]",3,53.086419753086425,46.913580246913575
81,0.15,8,0.1,"[0, 0, 1]",4,46.913580246913575,53.086419753086425
81,0.15,8,0.1,"[0, 0, 1]",5,49.382716049382715,50.617283950617285
81,0.15,8,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.15,8,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.15,8,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.15,8,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.15,8,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.15,8,0.2,"[0, 1, 0]",1,85.18518518518519,14.814814814814813
81,0.15,8,0.2,"[0, 1, 0]",2,86.41975308641975,13.580246913580247
81,0.15,8,0.2,"[0, 1, 0]",3,87.65432098765432,12.345679012345679
81,0.15,8,0.2,"[0, 1, 0]",4,85.18518518518519,14.814814814814813
81,0.15,8,0.2,"[0, 1, 0]",5,85.18518518518519,14.814814814814813
81,0.15,8,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.15,8,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.15,8,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.15,8,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.15,8,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.15,8,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.15,8,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.15,8,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.15,8,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.15,8,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.15,8,0.3,"[0, 1, 0]",1,83.9506172839506,16.049382716049383
81,0.15,8,0.3,"[0, 1, 0]",2,81.48148148148148,18.51851851851852
81,0.15,8,0.3,"[0, 1, 0]",3,86.41975308641975,13.580246913580247
81,0.15,8,0.3,"[0, 1, 0]",4,88.88888888888889,11.11111111111111
81,0.15,8,0.3,"[0, 1, 0]",5,80.24691358024691,19.753086419753085
81,0.15,8,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.15,8,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.15,8,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.15,8,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.15,8,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.15,8,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.15,8,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.15,8,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.15,8,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.15,8,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.15,8,0.4,"[0, 1, 0]",1,88.88888888888889,11.11111111111111
81,0.15,8,0.4,"[0, 1, 0]",2,88.88888888888889,11.11111111111111
81,0.15,8,0.4,"[0, 1, 0]",3,90.12345679012346,9.876543209876543
81,0.15,8,0.4,"[0, 1, 0]",4,83.9506172839506,16.049382716049383
81,0.15,8,0.4,"[0, 1, 0]",5,83.9506172839506,16.049382716049383
81,0.15,8,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.15,8,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.15,8,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.15,8,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.15,8,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.15,8,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.15,8,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.15,8,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.15,8,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.15,8,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.15,8,0.5,"[0, 1, 0]",1,87.65432098765432,12.345679012345679
81,0.15,8,0.5,"[0, 1, 0]",2,80.24691358024691,19.753086419753085
81,0.15,8,0.5,"[0, 1, 0]",3,88.88888888888889,11.11111111111111
81,0.15,8,0.5,"[0, 1, 0]",4,86.41975308641975,13.580246913580247
81,0.15,8,0.5,"[0, 1, 0]",5,86.41975308641975,13.580246913580247
81,0.15,8,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.15,8,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.15,8,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.15,8,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.15,8,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.15,10,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.15,10,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.15,10,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.15,10,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.15,10,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.15,10,0.1,"[0, 1, 0]",1,77.77777777777779,22.22222222222222
81,0.15,10,0.1,"[0, 1, 0]",2,76.5432098765432,23.456790123456788
81,0.15,10,0.1,"[0, 1, 0]",3,83.9506172839506,16.049382716049383
81,0.15,10,0.1,"[0, 1, 0]",4,76.5432098765432,23.456790123456788
81,0.15,10,0.1,"[0, 1, 0]",5,87.65432098765432,12.345679012345679
81,0.15,10,0.1,"[0, 0, 1]",1,49.382716049382715,50.617283950617285
81,0.15,10,0.1,"[0, 0, 1]",2,51.85185185185185,48.148148148148145
81,0.15,10,0.1,"[0, 0, 1]",3,55.55555555555556,44.44444444444444
81,0.15,10,0.1,"[0, 0, 1]",4,49.382716049382715,50.617283950617285
81,0.15,10,0.1,"[0, 0, 1]",5,44.44444444444444,55.55555555555556
81,0.15,10,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.15,10,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.15,10,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.15,10,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.15,10,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.15,10,0.2,"[0, 1, 0]",1,80.24691358024691,19.753086419753085
81,0.15,10,0.2,"[0, 1, 0]",2,85.18518518518519,14.814814814814813
81,0.15,10,0.2,"[0, 1, 0]",3,76.5432098765432,23.456790123456788
81,0.15,10,0.2,"[0, 1, 0]",4,85.18518518518519,14.814814814814813
81,0.15,10,0.2,"[0, 1, 0]",5,83.9506172839506,16.049382716049383
81,0.15,10,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.15,10,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.15,10,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.15,10,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.15,10,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.15,10,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.15,10,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.15,10,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.15,10,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.15,10,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.15,10,0.3,"[0, 1, 0]",1,86.41975308641975,13.580246913580247
81,0.15,10,0.3,"[0, 1, 0]",2,82.71604938271605,17.28395061728395
81,0.15,10,0.3,"[0, 1, 0]",3,83.9506172839506,16.049382716049383
81,0.15,10,0.3,"[0, 1, 0]",4,81.48148148148148,18.51851851851852
81,0.15,10,0.3,"[0, 1, 0]",5,86.41975308641975,13.580246913580247
81,0.15,10,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.15,10,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.15,10,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.15,10,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.15,10,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.15,10,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.15,10,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.15,10,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.15,10,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.15,10,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.15,10,0.4,"[0, 1, 0]",1,86.41975308641975,13.580246913580247
81,0.15,10,0.4,"[0, 1, 0]",2,82.71604938271605,17.28395061728395
81,0.15,10,0.4,"[0, 1, 0]",3,81.48148148148148,18.51851851851852
81,0.15,10,0.4,"[0, 1, 0]",4,79.01234567901234,20.98765432098765
81,0.15,10,0.4,"[0, 1, 0]",5,83.9506172839506,16.049382716049383
81,0.15,10,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.15,10,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.15,10,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.15,10,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.15,10,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.15,10,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.15,10,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.15,10,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.15,10,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.15,10,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.15,10,0.5,"[0, 1, 0]",1,81.48148148148148,18.51851851851852
81,0.15,10,0.5,"[0, 1, 0]",2,82.71604938271605,17.28395061728395
81,0.15,10,0.5,"[0, 1, 0]",3,86.41975308641975,13.580246913580247
81,0.15,10,0.5,"[0, 1, 0]",4,75.30864197530865,24.691358024691358
81,0.15,10,0.5,"[0, 1, 0]",5,80.24691358024691,19.753086419753085
81,0.15,10,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.15,10,0.5,"[0, 0, 1]",2,0.0,100.0
81,0.15,10,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.15,10,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.15,10,0.5,"[0, 0, 1]",5,0.0,100.0
81,0.2,2,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.2,2,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.2,2,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.2,2,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.2,2,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.2,2,0.1,"[0, 1, 0]",1,91.35802469135803,8.641975308641975
81,0.2,2,0.1,"[0, 1, 0]",2,85.18518518518519,14.814814814814813
81,0.2,2,0.1,"[0, 1, 0]",3,83.9506172839506,16.049382716049383
81,0.2,2,0.1,"[0, 1, 0]",4,87.65432098765432,12.345679012345679
81,0.2,2,0.1,"[0, 1, 0]",5,86.41975308641975,13.580246913580247
81,0.2,2,0.1,"[0, 0, 1]",1,40.74074074074074,59.25925925925925
81,0.2,2,0.1,"[0, 0, 1]",2,39.50617283950617,60.49382716049383
81,0.2,2,0.1,"[0, 0, 1]",3,45.67901234567901,54.32098765432099
81,0.2,2,0.1,"[0, 0, 1]",4,50.617283950617285,49.382716049382715
81,0.2,2,0.1,"[0, 0, 1]",5,55.55555555555556,44.44444444444444
81,0.2,2,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.2,2,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.2,2,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.2,2,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.2,2,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.2,2,0.2,"[0, 1, 0]",1,85.18518518518519,14.814814814814813
81,0.2,2,0.2,"[0, 1, 0]",2,88.88888888888889,11.11111111111111
81,0.2,2,0.2,"[0, 1, 0]",3,87.65432098765432,12.345679012345679
81,0.2,2,0.2,"[0, 1, 0]",4,86.41975308641975,13.580246913580247
81,0.2,2,0.2,"[0, 1, 0]",5,86.41975308641975,13.580246913580247
81,0.2,2,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.2,2,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.2,2,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.2,2,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.2,2,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.2,2,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.2,2,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.2,2,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.2,2,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.2,2,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.2,2,0.3,"[0, 1, 0]",1,81.48148148148148,18.51851851851852
81,0.2,2,0.3,"[0, 1, 0]",2,87.65432098765432,12.345679012345679
81,0.2,2,0.3,"[0, 1, 0]",3,87.65432098765432,12.345679012345679
81,0.2,2,0.3,"[0, 1, 0]",4,87.65432098765432,12.345679012345679
81,0.2,2,0.3,"[0, 1, 0]",5,88.88888888888889,11.11111111111111
81,0.2,2,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.2,2,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.2,2,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.2,2,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.2,2,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.2,2,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.2,2,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.2,2,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.2,2,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.2,2,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.2,2,0.4,"[0, 1, 0]",1,81.48148148148148,18.51851851851852
81,0.2,2,0.4,"[0, 1, 0]",2,91.35802469135803,8.641975308641975
81,0.2,2,0.4,"[0, 1, 0]",3,85.18518518518519,14.814814814814813
81,0.2,2,0.4,"[0, 1, 0]",4,83.9506172839506,16.049382716049383
81,0.2,2,0.4,"[0, 1, 0]",5,80.24691358024691,19.753086419753085
81,0.2,2,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.2,2,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.2,2,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.2,2,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.2,2,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.2,2,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.2,2,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.2,2,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.2,2,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.2,2,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.2,2,0.5,"[0, 1, 0]",1,90.12345679012346,9.876543209876543
81,0.2,2,0.5,"[0, 1, 0]",2,90.12345679012346,9.876543209876543
81,0.2,2,0.5,"[0, 1, 0]",3,88.88888888888889,11.11111111111111
81,0.2,2,0.5,"[0, 1, 0]",4,86.41975308641975,13.580246913580247
81,0.2,2,0.5,"[0, 1, 0]",5,87.65432098765432,12.345679012345679
81,0.2,2,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.2,2,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.2,2,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.2,2,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.2,2,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.2,4,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.2,4,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.2,4,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.2,4,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.2,4,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.2,4,0.1,"[0, 1, 0]",1,81.48148148148148,18.51851851851852
81,0.2,4,0.1,"[0, 1, 0]",2,86.41975308641975,13.580246913580247
81,0.2,4,0.1,"[0, 1, 0]",3,88.88888888888889,11.11111111111111
81,0.2,4,0.1,"[0, 1, 0]",4,85.18518518518519,14.814814814814813
81,0.2,4,0.1,"[0, 1, 0]",5,80.24691358024691,19.753086419753085
81,0.2,4,0.1,"[0, 0, 1]",1,41.9753086419753,58.0246913580247
81,0.2,4,0.1,"[0, 0, 1]",2,45.67901234567901,54.32098765432099
81,0.2,4,0.1,"[0, 0, 1]",3,51.85185185185185,48.148148148148145
81,0.2,4,0.1,"[0, 0, 1]",4,44.44444444444444,55.55555555555556
81,0.2,4,0.1,"[0, 0, 1]",5,50.617283950617285,49.382716049382715
81,0.2,4,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.2,4,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.2,4,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.2,4,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.2,4,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.2,4,0.2,"[0, 1, 0]",1,87.65432098765432,12.345679012345679
81,0.2,4,0.2,"[0, 1, 0]",2,85.18518518518519,14.814814814814813
81,0.2,4,0.2,"[0, 1, 0]",3,81.48148148148148,18.51851851851852
81,0.2,4,0.2,"[0, 1, 0]",4,85.18518518518519,14.814814814814813
81,0.2,4,0.2,"[0, 1, 0]",5,90.12345679012346,9.876543209876543
81,0.2,4,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.2,4,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.2,4,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.2,4,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.2,4,0.2,"[0, 0, 1]",5,100.0,0.0
81,0.2,4,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.2,4,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.2,4,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.2,4,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.2,4,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.2,4,0.3,"[0, 1, 0]",1,87.65432098765432,12.345679012345679
81,0.2,4,0.3,"[0, 1, 0]",2,87.65432098765432,12.345679012345679
81,0.2,4,0.3,"[0, 1, 0]",3,87.65432098765432,12.345679012345679
81,0.2,4,0.3,"[0, 1, 0]",4,87.65432098765432,12.345679012345679
81,0.2,4,0.3,"[0, 1, 0]",5,82.71604938271605,17.28395061728395
81,0.2,4,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.2,4,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.2,4,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.2,4,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.2,4,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.2,4,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.2,4,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.2,4,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.2,4,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.2,4,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.2,4,0.4,"[0, 1, 0]",1,87.65432098765432,12.345679012345679
81,0.2,4,0.4,"[0, 1, 0]",2,86.41975308641975,13.580246913580247
81,0.2,4,0.4,"[0, 1, 0]",3,85.18518518518519,14.814814814814813
81,0.2,4,0.4,"[0, 1, 0]",4,82.71604938271605,17.28395061728395
81,0.2,4,0.4,"[0, 1, 0]",5,80.24691358024691,19.753086419753085
81,0.2,4,0.4,"[0, 0, 1]",1,0.0,100.0
81,0.2,4,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.2,4,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.2,4,0.4,"[0, 0, 1]",4,100.0,0.0
81,0.2,4,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.2,4,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.2,4,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.2,4,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.2,4,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.2,4,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.2,4,0.5,"[0, 1, 0]",1,85.18518518518519,14.814814814814813
81,0.2,4,0.5,"[0, 1, 0]",2,79.01234567901234,20.98765432098765
81,0.2,4,0.5,"[0, 1, 0]",3,80.24691358024691,19.753086419753085
81,0.2,4,0.5,"[0, 1, 0]",4,90.12345679012346,9.876543209876543
81,0.2,4,0.5,"[0, 1, 0]",5,82.71604938271605,17.28395061728395
81,0.2,4,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.2,4,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.2,4,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.2,4,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.2,4,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.2,6,0.1,"[1, 0, 0]",1,100.0,0.0
81,0.2,6,0.1,"[1, 0, 0]",2,100.0,0.0
81,0.2,6,0.1,"[1, 0, 0]",3,100.0,0.0
81,0.2,6,0.1,"[1, 0, 0]",4,100.0,0.0
81,0.2,6,0.1,"[1, 0, 0]",5,100.0,0.0
81,0.2,6,0.1,"[0, 1, 0]",1,82.71604938271605,17.28395061728395
81,0.2,6,0.1,"[0, 1, 0]",2,83.9506172839506,16.049382716049383
81,0.2,6,0.1,"[0, 1, 0]",3,85.18518518518519,14.814814814814813
81,0.2,6,0.1,"[0, 1, 0]",4,81.48148148148148,18.51851851851852
81,0.2,6,0.1,"[0, 1, 0]",5,80.24691358024691,19.753086419753085
81,0.2,6,0.1,"[0, 0, 1]",1,46.913580246913575,53.086419753086425
81,0.2,6,0.1,"[0, 0, 1]",2,55.55555555555556,44.44444444444444
81,0.2,6,0.1,"[0, 0, 1]",3,60.49382716049383,39.50617283950617
81,0.2,6,0.1,"[0, 0, 1]",4,54.32098765432099,45.67901234567901
81,0.2,6,0.1,"[0, 0, 1]",5,45.67901234567901,54.32098765432099
81,0.2,6,0.2,"[1, 0, 0]",1,100.0,0.0
81,0.2,6,0.2,"[1, 0, 0]",2,100.0,0.0
81,0.2,6,0.2,"[1, 0, 0]",3,100.0,0.0
81,0.2,6,0.2,"[1, 0, 0]",4,100.0,0.0
81,0.2,6,0.2,"[1, 0, 0]",5,100.0,0.0
81,0.2,6,0.2,"[0, 1, 0]",1,77.77777777777779,22.22222222222222
81,0.2,6,0.2,"[0, 1, 0]",2,86.41975308641975,13.580246913580247
81,0.2,6,0.2,"[0, 1, 0]",3,81.48148148148148,18.51851851851852
81,0.2,6,0.2,"[0, 1, 0]",4,86.41975308641975,13.580246913580247
81,0.2,6,0.2,"[0, 1, 0]",5,82.71604938271605,17.28395061728395
81,0.2,6,0.2,"[0, 0, 1]",1,100.0,0.0
81,0.2,6,0.2,"[0, 0, 1]",2,100.0,0.0
81,0.2,6,0.2,"[0, 0, 1]",3,100.0,0.0
81,0.2,6,0.2,"[0, 0, 1]",4,100.0,0.0
81,0.2,6,0.2,"[0, 0, 1]",5,44.44444444444444,55.55555555555556
81,0.2,6,0.3,"[1, 0, 0]",1,100.0,0.0
81,0.2,6,0.3,"[1, 0, 0]",2,100.0,0.0
81,0.2,6,0.3,"[1, 0, 0]",3,100.0,0.0
81,0.2,6,0.3,"[1, 0, 0]",4,100.0,0.0
81,0.2,6,0.3,"[1, 0, 0]",5,100.0,0.0
81,0.2,6,0.3,"[0, 1, 0]",1,91.35802469135803,8.641975308641975
81,0.2,6,0.3,"[0, 1, 0]",2,85.18518518518519,14.814814814814813
81,0.2,6,0.3,"[0, 1, 0]",3,87.65432098765432,12.345679012345679
81,0.2,6,0.3,"[0, 1, 0]",4,87.65432098765432,12.345679012345679
81,0.2,6,0.3,"[0, 1, 0]",5,86.41975308641975,13.580246913580247
81,0.2,6,0.3,"[0, 0, 1]",1,100.0,0.0
81,0.2,6,0.3,"[0, 0, 1]",2,100.0,0.0
81,0.2,6,0.3,"[0, 0, 1]",3,100.0,0.0
81,0.2,6,0.3,"[0, 0, 1]",4,100.0,0.0
81,0.2,6,0.3,"[0, 0, 1]",5,100.0,0.0
81,0.2,6,0.4,"[1, 0, 0]",1,100.0,0.0
81,0.2,6,0.4,"[1, 0, 0]",2,100.0,0.0
81,0.2,6,0.4,"[1, 0, 0]",3,100.0,0.0
81,0.2,6,0.4,"[1, 0, 0]",4,100.0,0.0
81,0.2,6,0.4,"[1, 0, 0]",5,100.0,0.0
81,0.2,6,0.4,"[0, 1, 0]",1,86.41975308641975,13.580246913580247
81,0.2,6,0.4,"[0, 1, 0]",2,79.01234567901234,20.98765432098765
81,0.2,6,0.4,"[0, 1, 0]",3,83.9506172839506,16.049382716049383
81,0.2,6,0.4,"[0, 1, 0]",4,86.41975308641975,13.580246913580247
81,0.2,6,0.4,"[0, 1, 0]",5,83.9506172839506,16.049382716049383
81,0.2,6,0.4,"[0, 0, 1]",1,100.0,0.0
81,0.2,6,0.4,"[0, 0, 1]",2,100.0,0.0
81,0.2,6,0.4,"[0, 0, 1]",3,100.0,0.0
81,0.2,6,0.4,"[0, 0, 1]",4,0.0,100.0
81,0.2,6,0.4,"[0, 0, 1]",5,100.0,0.0
81,0.2,6,0.5,"[1, 0, 0]",1,100.0,0.0
81,0.2,6,0.5,"[1, 0, 0]",2,100.0,0.0
81,0.2,6,0.5,"[1, 0, 0]",3,100.0,0.0
81,0.2,6,0.5,"[1, 0, 0]",4,100.0,0.0
81,0.2,6,0.5,"[1, 0, 0]",5,100.0,0.0
81,0.2,6,0.5,"[0, 1, 0]",1,83.9506172839506,16.049382716049383
81,0.2,6,0.5,"[0, 1, 0]",2,82.71604938271605,17.28395061728395
81,0.2,6,0.5,"[0, 1, 0]",3,85.18518518518519,14.814814814814813
81,0.2,6,0.5,"[0, 1, 0]",4,82.71604938271605,17.28395061728395
81,0.2,6,0.5,"[0, 1, 0]",5,91.35802469135803,8.641975308641975
81,0.2,6,0.5,"[0, 0, 1]",1,100.0,0.0
81,0.2,6,0.5,"[0, 0, 1]",2,100.0,0.0
81,0.2,6,0.5,"[0, 0, 1]",3,100.0,0.0
81,0.2,6,0.5,"[0, 0, 1]",4,100.0,0.0
81,0.2,6,0.5,"[0, 0, 1]",5,100.0,0.0
81,0.2,8,0.1,"[1, 0, 0]",1,100.0,0.0
